FID,the_geom,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags
aws_1day.fid--7433afc2_184f1ef2752_5c,POINT (5.255 50.194),6472,2020-03-23T00:00:00,994.07,3.51,8.83,-1.28,38.81,0,6.28,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_5d,POINT (5.255 50.194),6472,2020-03-22T00:00:00,990.97,4.23,9.85,-0.43,47.95,0,7.3,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_5e,POINT (5.255 50.194),6472,2020-03-19T00:00:00,990.12,9.77,13.68,4.9,77,0,1.84,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_5f,POINT (3.202 51.348),6418,2020-03-21T00:00:00,1025.06,6.58,9,4.67,66.39,0.6,9.84,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_60,POINT (3.202 51.348),6418,2020-03-22T00:00:00,1026.2,6.12,9.98,2.79,56.26,0.25,9.49,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_61,POINT (3.202 51.348),6418,2020-03-13T00:00:00,1016.38,8.57,10.82,6.98,71.99,0.1,7.37,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_62,POINT (5.255 50.194),6472,2020-03-12T00:00:00,979.18,7.72,11.17,3.46,68.34,2.47,7.61,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_63,POINT (5.255 50.194),6472,2020-03-15T00:00:00,980.27,8.77,12.96,6.07,70.87,0.07,4.78,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_64,POINT (3.202 51.348),6418,2020-03-11T00:00:00,1008.83,10.4,12.08,8.71,92.99,5.26,8.28,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_65,POINT (3.202 51.348),6418,2020-03-16T00:00:00,1019.53,8.36,10.18,6.03,83.24,0,2.94,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_66,POINT (3.202 51.348),6418,2020-03-17T00:00:00,1027.41,8.26,12.82,4.66,72.53,0,5.46,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_67,POINT (3.202 51.348),6418,2020-03-15T00:00:00,1010.17,9.79,11.96,8.31,77.51,0,7.21,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_68,POINT (5.255 50.194),6472,2020-03-17T00:00:00,995.18,8.77,14.44,4.03,73.28,0,2.09,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_69,POINT (3.202 51.348),6418,2020-03-12T00:00:00,1009.07,9.06,10.99,7.38,66.85,0.46,11.32,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_6a,POINT (3.202 51.348),6418,2020-03-14T00:00:00,1015.96,7.83,9.75,6.16,83.1,0,6.9,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_6b,POINT (5.255 50.194),6472,2020-03-14T00:00:00,985.5,4.81,7.53,0.51,82.88,0.95,3.63,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_6c,POINT (5.255 50.194),6472,2020-03-16T00:00:00,985.7,9.17,15.17,3.41,73.36,0,1.88,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_6d,POINT (5.255 50.194),6472,2020-03-11T00:00:00,979.65,11.49,12.17,10.68,86.45,3.26,8.07,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_6e,POINT (5.255 50.194),6472,2020-03-13T00:00:00,984.91,4.86,8.2,1.14,77.06,0.21,5.25,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_6f,POINT (3.202 51.348),6418,2020-03-04T00:00:00,1007.34,6.65,9,3.87,80.47,0.09,4.5,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_70,POINT (3.202 51.348),6418,2020-03-10T00:00:00,1004.42,10.2,11.61,7.08,92.86,3.06,11.46,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_71,POINT (5.255 50.194),6472,2020-03-06T00:00:00,965.37,3.82,6.53,1.89,93.56,8.48,4.39,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_72,POINT (3.202 51.348),6418,2020-03-07T00:00:00,1015.18,7.28,9.32,3.14,78.55,0.03,6.38,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_73,POINT (5.255 50.194),6472,2020-03-07T00:00:00,983.92,4.71,8.29,0.49,77.44,0.03,4.12,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_74,POINT (5.255 50.194),6472,2020-03-04T00:00:00,976.03,3.81,6.54,0.9,88.49,2.43,3.78,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_75,POINT (5.255 50.194),6472,2020-03-09T00:00:00,979.92,5.57,7.78,4.29,83.19,4.98,4.65,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_76,POINT (5.255 50.194),6472,2020-03-10T00:00:00,976.06,8.66,11.71,4.55,93.68,21.26,7.76,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_77,POINT (3.202 51.348),6418,2020-03-05T00:00:00,991.18,6.22,6.98,5.71,96.45,23.17,7.75,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_78,POINT (3.202 51.348),6418,2020-03-06T00:00:00,1000.5,7,8.66,5.87,81.61,2.8,8.77,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_79,POINT (5.255 50.194),6472,2020-03-08T00:00:00,979.19,6.35,8.09,5.05,85,2.8,6.48,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7a,POINT (3.202 51.348),6418,2020-03-09T00:00:00,1010.42,7.99,9.66,6.85,80.46,0.49,6.99,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7b,POINT (5.255 50.194),6472,2020-03-05T00:00:00,958.69,5.92,7.07,3.86,92.78,12.74,3.3,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7c,POINT (3.202 51.348),6418,2020-03-08T00:00:00,1007.46,8.8,11.12,6.98,82.67,0.16,8.9,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7d,POINT (3.202 51.348),6418,2020-02-27T00:00:00,1001.11,4.43,6.54,1.94,81.82,5.78,8.02,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7e,POINT (5.255 50.194),6472,2020-03-01T00:00:00,961.15,4.19,7.12,1.01,82.92,11.8,6.39,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_7f,POINT (3.202 51.348),6418,2020-02-26T00:00:00,1000.14,5.5,6.93,3.1,75.7,5.85,8.89,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_80,POINT (3.202 51.348),6418,2020-02-28T00:00:00,1007.69,5.84,9.52,2.68,80,0.83,8.87,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_81,POINT (3.202 51.348),6418,2020-02-29T00:00:00,988.44,8.2,10.55,4.17,77.92,0.98,11.76,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_82,POINT (3.202 51.348),6418,2020-03-01T00:00:00,989.93,5.91,8.17,4.45,82.28,4.53,8.93,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_83,POINT (5.255 50.194),6472,2020-02-26T00:00:00,968.17,1.83,4.4,0.64,83.24,1.39,5.91,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_84,POINT (5.255 50.194),6472,2020-02-29T00:00:00,962.03,6.78,11.44,2.74,77.8,2.7,8.68,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_85,POINT (5.255 50.194),6472,2020-02-28T00:00:00,978.91,2.27,6.32,-1.75,85.78,5.45,5.19,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_86,POINT (3.202 51.348),6418,2020-03-02T00:00:00,989.05,6.43,7.83,4.8,87.09,3.01,5.63,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_87,POINT (5.255 50.194),6472,2020-03-03T00:00:00,970.16,2.35,4.61,-0.26,89.28,0.87,3.62,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_88,POINT (3.202 51.348),6418,2020-03-03T00:00:00,1001.39,5.86,8.88,2.74,79.69,4.77,5.53,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_89,POINT (5.255 50.194),6472,2020-03-02T00:00:00,957.89,4.58,6.88,2.38,89.96,9.42,4.11,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_8a,POINT (5.255 50.194),6472,2020-02-27T00:00:00,967.76,0.86,1.98,-0.33,92.6,8.24,5,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_8b,POINT (5.255 50.194),6472,2020-02-19T00:00:00,986.09,4.17,5.96,1.9,81.04,7.19,6.06,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_8c,POINT (3.202 51.348),6418,2020-02-21T00:00:00,1022.22,7.81,9.38,4.96,74.53,0.16,9.34,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_8d,POINT (5.255 50.194),6472,2020-02-23T00:00:00,985.63,8.65,10.4,5.38,87.83,6.69,8.3,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_8e,POINT (5.255 50.194),6472,2020-02-24T00:00:00,981.44,7.19,9.68,3.08,86.66,1.69,6.34,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_8f,POINT (3.202 51.348),6418,2020-02-19T00:00:00,1017.69,7.1,8.34,5.9,75.39,0.18,8.18,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_90,POINT (3.202 51.348),6418,2020-02-22T00:00:00,1018.1,9.19,10.86,7.07,83.1,1.39,11.41,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_91,POINT (3.202 51.348),6418,2020-02-23T00:00:00,1015.55,9.93,12.54,7.3,81.18,3.48,11.25,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_92,POINT (3.202 51.348),6418,2020-02-25T00:00:00,998.24,7.14,9.54,3.34,77.41,8.43,7.81,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_93,POINT (5.255 50.194),6472,2020-02-20T00:00:00,982.68,5.73,7.46,1.23,85.6,5.52,7.7,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_94,POINT (3.202 51.348),6418,2020-02-20T00:00:00,1012,8.32,10.88,4.34,81.46,3.42,10.11,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_95,POINT (3.202 51.348),6418,2020-02-24T00:00:00,1010.6,8.76,11.47,4.94,83.2,2.97,9.74,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_96,POINT (5.255 50.194),6472,2020-02-25T00:00:00,967.86,5.32,8.57,2.06,86.53,9.04,6.25,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_97,POINT (5.255 50.194),6472,2020-02-21T00:00:00,992.08,3.6,6.81,0.19,80.03,0,5.77,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_98,POINT (5.255 50.194),6472,2020-02-22T00:00:00,989.69,5.89,8.85,2.78,81.08,0.97,7.65,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_99,POINT (5.255 50.194),6472,2020-02-13T00:00:00,970.45,4.46,6.87,0.84,86.05,10.91,6.5,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_9a,POINT (5.255 50.194),6472,2020-02-12T00:00:00,981.93,2.65,5.04,1.63,84.27,2.73,5.93,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_9b,POINT (5.255 50.194),6472,2020-02-14T00:00:00,985.56,5.8,7.74,4.28,83.16,1.09,4.15,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_9c,POINT (3.202 51.348),6418,2020-02-15T00:00:00,1010.28,10.36,12.5,8.33,79.72,0.51,11.56,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_9d,POINT (3.202 51.348),6418,2020-02-16T00:00:00,998.04,11.36,13.69,8.06,84.94,11.69,13.5,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_9e,POINT (5.255 50.194),6472,2020-02-17T00:00:00,981.31,6.61,9,5.52,75.8,0.78,7.39,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_9f,POINT (3.202 51.348),6418,2020-02-18T00:00:00,1017.53,7.99,10.07,5.16,75.25,9.83,9.52,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a0,POINT (3.202 51.348),6418,2020-02-13T00:00:00,999.41,7.24,9.61,5.36,83.11,1.86,8.93,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a1,POINT (3.202 51.348),6418,2020-02-12T00:00:00,1012.93,6.65,8.25,5.19,66.31,0.04,8.24,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a2,POINT (5.255 50.194),6472,2020-02-15T00:00:00,983.83,7.89,10.9,4.74,76.17,0,6.62,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a3,POINT (5.255 50.194),6472,2020-02-18T00:00:00,988,5.08,6.78,3.95,77.09,0.52,7.05,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a4,POINT (3.202 51.348),6418,2020-02-14T00:00:00,1017.07,8.27,9.96,7.01,74.91,0.03,6.24,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a5,POINT (5.255 50.194),6472,2020-02-16T00:00:00,974,11.13,15.19,5.96,72.59,11.64,11.96,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a6,POINT (3.202 51.348),6418,2020-02-17T00:00:00,1010.29,8.05,9.39,5.48,77.56,3.73,10.22,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a7,POINT (3.202 51.348),6418,2020-02-09T00:00:00,997.36,9.96,13.25,8.05,80.9,2.599,15.12,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a8,POINT (5.255 50.194),6472,2020-02-09T00:00:00,973.55,8.43,10.83,5.99,80.65,6.71,12.34,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_a9,POINT (3.202 51.348),6418,2020-02-05T00:00:00,1034.25,7.23,8.25,6.07,80.3,0,2.74,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_aa,POINT (3.202 51.348),6418,2020-02-11T00:00:00,1004.95,7.03,8.06,6.37,56.24,0.54,12.23,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_ab,POINT (3.202 51.348),6418,2020-02-06T00:00:00,1030.61,5.96,9.41,3.51,83.91,0,2.5,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_ac,POINT (5.255 50.194),6472,2020-02-06T00:00:00,996.44,1.27,5.3,-2.19,89.3,0.03,1.92,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid--7433afc2_184f1ef2752_ad,POINT (5.255 50.194),6472,2020-02-07T00:00:00,989.39,3.76,9.65,-0.49,66.09,0,3.75,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
